411|B.O. Romantic Rock 1 / Various|C+C Music Factory|D.J. (Daniel & Julien)|Eagleson, Michael|F5 ; http//www.f5band.com/|Gackt|H3o+|I Live The Life Of A|J.R.S.|Kabel, Heidi|L.U.V. ; http//www.luvrocks.com/|M.D.C.|Nace Brothers Band ; http//www.nacebros.com/|Oasis |Pacer 21 ; http//www.pacer21.com/|Quadrophenia|Rabbit In The Moon|S.T.M.E. / Self Transforming Machine Elves|T.I.P.  |Uberoi, Sid ; http//www.siduberoi.com/|VA-13 O'clock Flight To Psyche|Wadge, Amy|Xanadu|Yaginuma, Mayuko|Zambow 
702|B.O. Romantic Rock 2 / Various|C64: Massive Sidplay Party Mix / Various|D.J. BoBo (3) |Eakes, Bobbie ; http://www.bobbieeakes.com/ |F8 ; http//www.f8officialsite.com/|Gaddy, Bob|Habitat For Insanity|I Love Fantasy|J.S. Bach Experience |Kaci|L.V. |M.G. and the Escorts |Nacht und Nebel|Oasis ; http://www.oasisinet.com|Pacetti, Sam|Quags|Rabbitt, Eddie|S.U.N. Project|T.O.Y.|Uberzone|VA-17 New Wave Classix|Waffle|Xanax 25|Yah Mos|Zamfir, George
762|B.O. Ska / Various|C93/Dij/Sol|D.J. Lauria Band |Ear |Fab Four|GadFly ; http//www.gadfly.tv/|Habito Autista|I Love You / Various|J-45|Kaczmarek, Stefan ; http//www.stefanweb.com/|L´ og ; http//www.bottledog.com/|M.I.D.|Nachtluft|Oates, John|Pacheco & Alexander|Quakes, The ; http//www.thequakes.com/|Rabby Feeber|S.W.A.T.|T.S. Monk |Ubik|VA-18 Headbangers From The 80'S|Wag|Xandra|Yahoo Funsters |Zamora, Marie
818|B.O. Strike Records / Various|Cab|D.O.|Ear2000 |Fabares, Shelley|Gadflys|Habrera, Hativit|I Miyakawa/Nigel Olsson|J-88 Slum Village|Kadet|L-5|M.I.J.|Nad Navillus ; http//www.nadnavillus.com/|Oath, The ; http//www.the-oath.com/|Pacheco, Johnny|Quality Hog ; http//www.qualityhog.com/|Rabenschlag, Thomas|S.Y.P.H.|T.S.O.L.|Ubu Dance Party|VA-18 Screamers From The 80'S|Wag The Dog|X-Angels|Yahowha 13|Zan ; http//www.zanmusic.com/
911|B.O. Symphonic Pop / Various|Cab Calloway & His Orchestra ; http://www.cabcalloway.cc/|D.O.A.|Earache Records|Fabian|Gadget White Band, The|Hachaverim Shel|I Mother Earth ; http://www.imotherearth.com/|Ja Zoo|Kadison, Joshua|L7|M.I.R.V. ; http://www.mirv.com/|Nada Surf ; http://www.nadasurf.com|Ob1|Pacheco, Miguel|Quango ; http//www.quangoweb.com/|Rabid/Tjm Punk Singles Collection / Various|S2S  |T.T. Quick|Ucerine |VA-1940-59 Music Of The 20th C|Wag, The ; http//www.thewagband.com/|Xavi|Yakushimaru, Hiroko|Zanes, Dan ; http://www.danzanes.com/
1134|B.O. Symphonic Rock / Various|Caballe, Montserrat|D.O.G.|Eardrum|Fabian, Lara ; http://www.lara-fabian.com/|Gadjits ; http//www.thegadjits.com/|Hacienda|I Numi|Ja13|Kadjan, Jean Michael|L7 ; http://www.smellL7.com/|M.O.D.|Nadafinga ; http//www.nadafinga.net/|O-Band|Pacheco, Tom|Quantum Leap|Rabies Babies|Saba, Alex |T.V. Smith |Uchida, Yuki  |VA-1950'S-Rock N Roll Collecti|Wage Of Sin|X-Clusives|Yakuza|Zanes, Warren ; http//www.warrenzanes.com/
1401|B.O. The 70'S: Hits Of 1970 / Various|Cabaret Voltaire|D.O.G. Squad|Earfood|Fabiano, Roberta|Gaelle|Hackensack|I Pooh|Jabberbox|Kadowaki, Mutsuo|La Bamba|M.O.P.|Nadia|Oberallgaeu Musikanten|Pachelli, Mike|Quarantine |Rabies Caste|Sabalon Glitz |T42 ; http://www.t42.lu/ |Uchima, Keith|VA-1960 Classic Rock|Wagner, Gertraud & Markus|Xcnn|Yalloppin' Hounds|Zanister ; http://www.zanister.com/
1919|B.O. The 70'S: Hits Of 1971 / Various|Cabbie, Jean And Secret Admirer Society|D.O.T.|Eargasm|Fabienne|Gaffers|Hackett, Steve ; http//www.stevehackett.com/|I Quit! |JabberJaw ; http//www.jabberjawsite.com/|Kadura|La Banda Skalavera ; http//www.labandaskalavera.net/|M.T.Eyes|Nadine (Rock)|Obervellacher Buam|Pachinko|Quarashi ; http://www.quarashi.net/|Rabin, Trevor|Sabatella, Marc Trio|T666|Udo|VA-1960-75-History Of Garage &|Wagner, Jack |X-Cops|Yamada, Panda|Zanki, Edo ; http://www.zanki.de/
1927|B.O. The 70'S: Hits Of 1972 / Various|Caberet Voltaire|D.R.I.|Earl Bostic & His Orchestra |Fabio|Gaffney, Chris|Hacksaw|I Robot|Jacasta Project, The ; http//www.thejacastaproject.co.uk/|Kaempfert, Bert|La Beef, Sleepy|M/A/R/R/S |Nadir ; http//www.nadir.co.nz/|Obey Bizar|Pachinko Fake|Quarkspace|Racall 22|Saber Tiger|Ta Mara & the Seen |Ueberfall|VA-1960'S Happy Days|Wagon|Xdisciplex Ad|Yamagata|Zao
9353|B.O. The 70'S: Hits Of 1973 / Various|Cabin Fever|D.R.S. |Earl Hines & His Orchestra |Fable Factory|Gaffney, Chris / Cold Hearts|Haco|I Sharko|Jack|Kaertnerland Echo|La Blues Authority|M+M |Naess, Leona|Obi ; http//www.obitunes.com/|Pachinko In Your Head-Non-Linear Music|Quarry Men|Race For Titles|Saber, Danny|Tab Two|Uehara, Takachan |VA-1960'S-Rock N Roll Collecti|Wagon Christ|Xdwellx|Yamagata, Rachael ; http//www.rachaelyamagata.com/|Zapak, Ali
  ? & the Mysterians |B.O. The 70'S: Hits Of 1974 / Various|Cable|D.V.D.A. (2) |Earl Slick Band|Fabolous ; http://www.fabolous.com/|Gag |Had|I Stayed Up All Night Listening To Records / Var|Jack |Kaerubike|La Bottine Souriante|M-1 Alternative|Naevus|Obituary|Pachooka! ; http//www.pachooka.com/|Quartafila|Race, Hugo & True Spirit|Sabians, The ; http//www.thesabians.com/|Tabarruk |Uenlue|VA-1961 Classic Rock|Wah! |X-Ecutioners|Yamaguchi, Momoe|Zapp
!Action Pact! |B.O. The 70'S: Hits Of 1975 / Various|Cable (UK)|d:code - synthband. |Earle Street ; http//www.earlestreet.com/|Fabulon|Gage, Pete|Hadacol|I Wouldn't Piss On It If It Was On Fire / Various|Jack & Beanstalk|Kafka ; http//www.kafka.it/|La Bouche|M2M|Nagai, Toshi|Object|Pachyderm Party ; http//www.pachydermparty.com/|Quarter Inch Jack|Race, Hugo ; http//www.hugorace.com/|Sabot|Tabasko Kat|UFC |VA-1962 Classic Rock|Wahamaa, Kat ; http//www.katwahamaa.com/|Xen|Yamaguchi, Yuko|Zappa, Dweezil ; http://www.zappa.com/
#1 Hits Of 70'S / Various|B.O. The 70'S: Hits Of 1976 / Various|Cable Regime|D:Ream|Earle, Stacey|Fabulous Bud E. Luv ; http//www.budeluv.com/|Gagu|Haddaway|I$i$|Jack and Present Company ; http//www.jandpc.com/|Kagawa, Ryo|La Bouche |M2M |Nagayama, Yoko|Objection Overule! |Paci Dalo, Roberto|Quarterflash|Racecar ; http//www.go-racecar.com/|Sabot de Venus |Tabata|Uff|VA-1963 Classic Rock|Wahl, Jon / Amadans|Xeno|Yamakawa, Yutaka|Zappa, Frank & Mothers Of Inven
#1 Hits Of 80'S / Various|B.O. The 70'S: Hits Of 1977 / Various|Caboodle |D`or, David|Earle, Steve|Fabulous Disaster ; http//www.fabulous-disaster.com/|Gahan, Dave ; http://www.davegahan.com/|Haden ; http//www.hadennet.co.uk/|I, God|Jack Friday ; http//www.jackfriday.com/|Kageyama, Hironobu|La Caramba |M3|Nagisa Ni Te|Obligatorisk Tortyr|Pacific Gas & Electric||Racecar Bob |Saboteurs|Tabitha|Ufo|VA-1964 Classic Rock|Wahlberg, Donnie  |Xenos Arrow |Yamamoto|Zappa, Frank ; http://www.zappa.com/
#1 Hits Of The 70'S / Various|B.O. Youngblood / Various|Cabral, Pedro Caldeira|D+|Earle, Steve & Dukes|Fabulous Expressions, The ; http//www.fabulousexpressions.com/|Gaia|Haden, Petra|I.C.U.|Jack Frost|Kahala, Tomomi|La Cry|M-80 ; http//www.m80punk.com/|Nagisa, Jugo|Oblique ; http//www.obliquerock.com/|Pacific Motion |Quarterman, Joe & Free Soul|Racer Ten|Sabrejets, The |Tabitha Blue|Ufo Or Die|VA-1965 Classic Rock|Wahlberg, Mark ; http://www.markwahlberg.com/|Xentrix|Yamamoto, Seiichi|Zappa/Beefheart/Mothers Of Inv
#1 Hits Of The Sixties / Various|B.O.B.|Cabrera, J. ; http//www.jcabrera.net/|D2B|Earle, Steve/V Roys|Fabulous Fingertips, The ; http//www.fabulousfingertips.com/|Gaia Consort|Hades|I.D.|Jack Handy ; http//www.jackhandyska.com/|Kahimi, Karie|La Cucina|M87|Nagle, Harry|Obliterate|Pacific Ocean|Quartermass II|Racer X|Sabrina ; http//www.sabrinamusic.com/|Tabitha's Secret ; http://www.tabithas-secret.com/|Ufo!|VA-1966 Classic Rock|Wahnfried, Richard|Xervana|Yamamoto, Seiichi/Phew|Zappacosta ; http//www.iamzappacosta.com/
#1 Hits: 50'S Decade / Various|B.O.R.D. |Cabrera, Ryan ; http//www.ryancabrera.com/|D2M ; http//www.d2m.net/|Earle/Supersuckers|Fabulous Flips 1 / Various|Gail and The Tricksters|Hades (Norway)|I.O.D.|Jack Killed Jill ; http//www.jackkilledjill.com/|Kahler, Matthew|La Donnas|Ma Kelley|Nagle, Ron|Oblivia|Pacific Radio|Quarters Only|Racetraitor|Sac |Table 34 |Ufomammut ; http//www.ufomammut.com/|VA-1967 Classic Rock|Wai, Lana|XFILESX |Yamamoto, Tatsuhiko|Zappatistas (Frank Zappa Tribute Band) ; http://www.johnetheridge.com/zappa/index.htm
#1 Hits: 50'S Decade 2 / Various|B.O.R.N.|Cabula|D4, The ; http://www.thed4.co.nz/|Earlimart|Fabulous Frankies|Gail Of God ; http//www.gailofgod.com/|Hades Almighty ; http://www.hadesalmighty.com/ |I.Q.|Jack Knife & The Sharps|Kahlhofer Eckart|La Fiebre|Ma Kelly|Naglfar|Oblivian|Pacific Wonderland |Quartz|RaceTraitor/Burn It Down|Saccharine Trust|Tablespoon |Ugly Americans|VA-1968 Classic Rock|Waico Pygmies ; http//www.waicopygmies.com/|X-Impossibles|Yamane, Yasuhiro|Zapruder, Michael ; http://www.michaelzapruder.com/
#1 Hits: 50'S Decade 2 / Various|B.R.M.C.|Cacavas, Chris|Da Brat |Earl-Jean |Fabulous Hubcaps ; http//www.thehubcaps.com/|Gail, Eyra|Hades Kick|I:Cube|Jack Mack & The Heart Attack|Kahn|La Huva|Mabel Joy|Nagorny Karabach|Oblivian, Greg|Pacifier ; http://www.pacifierband.com/|Quasar Blue|Racey|Sachi ; http//www.sachiband.com/|Tabloids, The ; http//www.thetabloids.com/|Ugly Casanova|VA-1969 Classic Rock|Waifle|Xing |Yamashita, Kumiko|Zar
#1 Hits: 60'S Decade / Various|B.T. Express |Cacavas, Chris & Junk Yard Love|Da Copa Kids|Earls Of Suave|Fabulous Impalas ; http//www.thefabulousimpalas.com/|Gail, Vanida ; http//www.vanidagail.com/|Hadley, Tony|I5 ; http//www.i5girls.com/|Jack O Fire|Kahn, Brenda |La Lengua Asesina|Mabels|Nagra|Oblivian, Jack|Pacify |Quasi|Rachael's.Surrender ; http//www.surrender.com/|Sack Lunch|Tabor, June|Ugly Casanova |VA-1980-99-Music Of The 20th C|Waifs, The |Xinlisupreme|Yamashita, Takeo|Zar, Ivan
#1 Hits: 60'S Decade 2 / Various|B2K ; http://www.b2klovesyou.com/|Cacavas, Chris/Junk Yard Love|Da Flava|Earls, Jack / Sleazy Rustic Boys|Fabulous Pelicans, The ; http//www.pelicans.com/|Gaines, Bill|Hadom|Iad|Jack Of Hearts|Kahn, Si|La Ley ; http://www.laleysite.com/ |Mabern, Harold & Friends|Naht|Oblivian, Jack/Impala|Pack|Quasi |Rachel Stamp ; http//www.rachelstamp.co.uk/|Sack Trick|Tabor, Ty|Ugly Ducklings|VA-1985-95-Projekt 100-Early Y|Waikiki ; http//www.waikikisun.com.au/|Xiphoid Process|Yamashita, Tatsuro|Zar, Leyden
#1 Hits: 70'S Decade / Various|B3 ; http//www.b3-music.de/|Cacciatore, Jimmy|Da' Hood Fellaz|Early Classics / Various|Fabulous Plank-Tones|Gaines, Chris (Garth Brooks) ; http://www.planetgarth.com/|Haemorrhage|Iamaphotographer / Various|Jack Off Jill|Kahvas Jute|La Maschera Di Cera|Mabuses|Naid|Oblivians / Evans, Jeffrey / Daniels, Walter|Pack Of Dogs / Various|Quateman, Bill|Rachel, Daniel ; http//www.danielrachel.com/|Sackville|Tabu|Ugly Kid Joe|VA-1989-92-Victory Early Singl|Wailers|Xiu Xiu ; http//www.xiuxiu.org/|Yamazaki, Masayoshi|Zaraza
#1 Hits: British Invasion / Various|B4-4 ; http://www.b4-4.com/|Cachao Y Su Ritmo Caliente|Da Pump|Early Day Miners ; http://www.earlydayminers.com/|Fabulous Poodles|Gaines, Davis|Haentjens, Anna|Ian & Sylvia|Jack O'nuts|Kai|La Mazz|Mac Brothers|Nail, Jimmy|Oblivians ; http://www.oblivians.com/|Packards|Quatermass|Rachel's|Sacramental Sachem|Tabula Rasa|Ugly Mus-Tard|VA-1992-2001 Gern Blandsten Re|Wailin In West Covina 1963-68 / Various|X-Japan  |Yamboo|Zard
#1 Hits: Love Songs / Various|B-52's, The ; http://www.theb52s.com/|Cacophony|Da Silent Assassin|Early Evening, The ; http//www.theearlyevening.com/|Fabulous Rhinestones|Gaines, Greta ; http//www.gretagaines.com/|Haerte|Ian Dury and the Blockheads ; http://www.iandury.co.uk/ |Jack Or Jive Lights|Kai Band|La Muerte|Mac, Eddie|Nailbomb|Oblivians/Evans, J|Paco de Lucía |Quatermass & Kitty-Yo / Various|Rachel's |Sacramentum|Tachibana, Hajime|Ugly Papas|VA-1997 Rainforest Foundation|Wailing Ultimate / Various|xKombatx ; http//www.xkombatx.com/|Yamo|Zaremba, Peter
#1 Hits: Rock & Roll Years / Various|Baba Gannoush|Cactus|Da2000cd / Various|Early November ; http://www.theearlynovember.net/|Fabulous Thunderbird|Gaines, J & The Soul Attorneys|Haerter Bis Wolkig|Ian, Janis|Jack Potential ; http//www.jackpotential.com/|Kaia|La Mule|Mac, Kati|Nailboss|Oblivion|Pad Of Pain|Quatermass 11|Rachel's Demise |Sacred Miracle Cave|Tachibana, Hajime & Low Powers|Ugly Wanda|VA-20 Original Recordings|Wails, Joe C.|XL Capris|Yamaarashi|Z-Axis
#1'S Of The 50'S: Rock / Various|Baba Nation|Cactus Jack and the Cadillacs ; http//www.bopper.com/|Dabire, Gabin|Early Ones / Various|Fabulous Thunderbirds|Gaines, Jeffrey|Hafer, Mark|Ian, Janis |Jack Rubies|Kaif ; http//www.kaif.org/|La Nomenklatur|Mac, Mary|Nailed|Obmana, Vidna / Die, Alio|Paddlefoot ; http//www.paddlefoot.com/|Quatermass 2|Rachel's/Matmos|Sacred Monkeys Of Bali|Tachiki, Mika|Uglystick|VA-2000 A.D.-Young God Records|Waiman Presents: Musical Paths & Rhythms / Various|X-Legged Sally|Yan, Jerry  |Zay
#1'S Of The 60'S: Rock / Various|Babacar |Cactus Patch|D'abo, Michael|Early Poems Of / Various|Fabulous Wailers|Gaines, Rosie |Hafler Trio|Iannai|JACK SAINTS|Kaipa|La Playa Guitars|Macabre|Nailgun Lobotomy|Obmna, Vidna/Alio Die|Paeffgen & Mchugh|Quatro, Suzi|Racine ; http//www.theracineworld.com/|Sacred Mushroom|Tackelbox|Ugo ; http//www.ugo-music.com/|VA-2000-Second Coming A Christ|Wainwright, Loudon III|Xmal Deutschland|Yankees|Zay, Eric
...And You Will Know Us by the Trail of Dead|Babak|Cactus Pears ; http//www.cactuspears.com/|Dacks, Jon ; http//www.jondacks.com/|Early Times|Face First |Gainsbourg, Serge (1928-1991)|Hafler Trio & Sons Of God|Iawson, Tim|Jack Tango ; http//www.thoseknuckleheads.com/|Kaiser, Henry|La Reine, Natae |Macalpine, Tony ; http://www.tonymacalpine.com/|Nailing Betty ; http//www.nailingbetty.com/|Obox ; http//www.obox.co.uk/|Paez, Fito|Quatropaw |Racing Green Fury Club|Sacred Sin|Tackhead|Uhf|VA-2001 Teenbeat Sampler|Wainwright, Rufus ; http://www.rufuswainwright.com/|Xmal Deutschland |Yankovic, Frank|ZaZa ; http//www.zaza-s.com/
...And You Will Know Us by the Trail of Dead |Babaloo|Cadallaca|Dada ; http://www.dadaland.com|Early Years 2 / Various|Face Of Anger|Gainsbourgh, Serge|Hagalaz' Runedance|Ibis|Jack, Jill|Kaiser, Henry/David Lindley|La Tropa F|Macalpine/Auldridge/Rock/Sarzo|Nailing Gell-O ; http//www.nailinggello.com/|O'boyle|Paffendorf|Quaye, Finley|Racket Squad|Sacred Spirit|Tackle Box|Uhrich, Dave|VA-24 Greatest Hits Of All Tim|Wainwright, Sloan|XOR |Yankovic, Weird Al|Zaza, Neil ; http://www.neilzaza.com/
? & the Mysterians ; http://96tears.net/|Babamania|Cadaver Inc.|Dada/School Of Fish|Ears To The Ground 1 / Various|Face Of Change|Gak Sato|Hagar, Sammy |Ibiza Chillout Cafe / Various|Jack, Steven Michael|Kaiser, Henry/Jim O'rourke|La Variete|Macalpine/Brunel|Nails, The ; http//www.the-nails.com/|O'boyle, Sean|Pagan Babies|Quazar|Racketeers|Sacred Steel|Taco|Ui|VA-25 All-Time Greatest Bubble|Wait, The ; http//www.thewait.com/|Xorcist|Yannke B|Zazanis, Elena ; http//www.elenazazanis.com/
1 200 000 Dead Tibetans|Babble|Caddies |Dadadah|Earshot ; http://www.myearshot.com/|Face The Music / Various|Gal, Tamir|Hagar, Sammy ; http://www.redrocker.com/|Ibiza Grooves 2 / Various|Jack, Teddy|Kaiser, Henry/Wadada Leo Smith|La Vogue|Macalpine/Brunel/Aug|NailStorm|Obraten Efekt (Reverse Effect)|Pagan Easter|Que Pasa|Radakka|Sacrifice  |Taco |Ui |VA-30th Anniversary Concert Ce|Waite, John |Xotica|Yarbrough, Glenn|Zazen ; http//www.zazen.com/
1 Second Chance|Babe Ruth|Caddywompas |Dadamah|Earth|Face to Face |Gala|Hagegard, Hakan|Ibiza Trance Club|Jackass|Kaisers|La Yaya: R&B Anthology / Various|Macalpine/Brunel/Chambers|Naimee Net - Naimee Coleman fansite including lyrics, discography, biography, chat, and Naiv|O'briant, Patrick D.|Pagan Graves |Que, The ; http//www.quemusic.com/|Radar|Sacrilege|Taco |Uilab|VA-38 Special/Unband|Waite, John ; http://www.johnwaite.com|XPDC |Yarckin, Cori ; http//www.coriyarckin.com/|Zazou, Bikaye/Cy 1
1.Mai+87|Babe The Blue Ox|Cadell, Meryn|Daddy ; http//www.daddywantsyou.com/|Earth |Face To Face (Punk)|Galactic Cowboys|Hagelaz|IBOPA|Jackbox|Kaisor, Ryan|La Yellow 357|Macananys|Naive ; http//www.naiverock.com/|O'Brien Brothers, The ; http//www.obrienbrothers.com/|Pagan Lorn|Queen ; http://www.queenonline.com/|Radar Bros.|Sacrilegium|Tacye|Uitti, Frances-Marie / Sharp, Elliott|VA-3ws 94.5 Fm|Waiting|Xploding Plastix|Yard, The ; http//www.theyard.com.au/|Zazou, Hector / Gogan, Barbara
